Title,Property Type,Location,Bedrooms_Num,Bathrooms_Num,Size_SQM,Amenities,Surroundings,Price_Numeric,Price_Millions,Price_per_SQM,Amenity_Count,Month,Year,URL
7 Bed House with En Suite in Runda,House,Runda,7,7.0,518.0,"Walk In Closet, En Suite, Fibre Internet, Backup Generator, Balcony, BBQ, CCTV, Staff Quarters, Wheelchair Access, Borehole, Garden, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",160000000.0,160.0,308880.3088803089,0,2,2026,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3921032
6 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,6,7.0,817.0,"Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, BBQ","Bus Stop, Shopping Centre, Hospital, Scenic View, School",67000000.0,67.0,82007.34394124847,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-kileleshwa-3921043
5 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,5,5.0,418.0,"En Suite, Walk In Closet, Alarm, Backup Generator, Fibre Internet, Balcony, Gym, Parking, Kids Play Area, Staff Quarters, BBQ, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole","Bus Stop, Shopping Centre, Hospital, Scenic View, School",55000000.0,55.0,131578.94736842104,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kileleshwa-3921039
5 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,5,5.0,360.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym","Bus Stop, Shopping Centre, Hospital, Scenic View, School",48000000.0,48.0,133333.33333333334,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kileleshwa-3921034
5 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,5,5.0,503.0,"En Suite, Fibre Internet, Backup Generator, Alarm, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, BBQ, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",64000000.0,64.0,127236.58051689861,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-kileleshwa-3921025
4 Bed House with En Suite at Thikaroad,House,Ruiru,4,5.0,262.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22000000.0,22.0,83969.46564885497,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3920895
6 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,6,6.0,740.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Garden, Borehole, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",98000000.0,98.0,132432.43243243243,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-kileleshwa-3921012
4 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,4,5.0,609.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",81000000.0,81.0,133004.92610837438,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kileleshwa-3921002
3 Bed Villa with En Suite at Othaya Road,Villa,Kileleshwa,3,4.0,460.0,"En Suite, Fibre Internet, Backup Generator, Alarm, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Garden, Borehole, Electric Fence, CCTV, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",33000000.0,33.0,71739.13043478261,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kileleshwa-3920985
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,5.0,650.0,"En Suite, Parking, Balcony, BBQ","Scenic View, Shopping Centre",160000000.0,160.0,246153.84615384616,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3920779
4 Bed House with En Suite in Kahawa Sukari,House,Kahawa Sukari,4,4.0,280.0,"Alarm, En Suite, Walk In Closet, Backup Generator, Balcony, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",45000000.0,45.0,160714.2857142857,0,10,2025,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kahawa-sukari-3862419
6 Bed Townhouse with En Suite at Karuna Close Nairobi,Townhouse,Brookside,6,6.0,348.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Gated Community, Wheelchair Access, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",43000000.0,43.0,123563.2183908046,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-brookside-3920647
6 Bed Villa with En Suite at Loiyangalani Road Nairobi,Villa,Lavington,6,7.0,852.756637,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",85000000.0,85.0,99676.73813601758,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3920543
4 Bed House with En Suite at Loresho Ridge,House,Loresho,4,5.0,1004.28143,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",105000000.0,105.0,104552.36636208637,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-loresho-3920386
3 Bed House with En Suite at Rimpa Road,House,Ongata Rongai,3,3.0,505.0,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Gym, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",6500000.0,6.5,12871.287128712871,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ongata-rongai-3918567
4 Bed House with En Suite at Vipingo - Awali Estate,House,Vipingo,4,5.0,506.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",22500000.0,22.5,44466.403162055336,0,2,2026,https://www.buyrentkenya.com/listings/furnished-4-bedroom-house-for-sale-vipingo-3920224
5 Bed Townhouse with En Suite in Kitisuru,Townhouse,Kitisuru,5,6.0,498.0,"En Suite, Walk In Closet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",95000000.0,95.0,190763.05220883535,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-kitisuru-3920148
4 Bed Townhouse with En Suite in Rosslyn,Townhouse,Rosslyn,4,5.0,500.0,"En Suite, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, School",135000000.0,135.0,270000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-rosslyn-3920106
4 Bed Townhouse with Staff Quarters at Five Star Estate,Townhouse,South C,4,4.0,190.0,"Parking, Staff Quarters, Gated Community","Bus Stop, Hospital, School, Shopping Centre",26000000.0,26.0,136842.1052631579,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-south-c-3920089
5 Bed Villa with En Suite at Ruiru,Villa,Ruiru,5,7.0,285.0,"Alarm, En Suite, Fibre Internet, Serviced, Walk In Closet, Balcony, BBQ, Electric Fence, Garden, Parking, Wheelchair Access, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",22000000.0,22.0,77192.98245614035,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-ruiru-3911771
5 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,5,5.0,341.0,"En Suite, Fibre Internet, Walk In Closet, CCTV, Wheelchair Access, Gated Community, Parking, Staff Quarters, Gym, Kids Play Area","Bus Stop, Hospital, School, Scenic View, Shopping Centre",80000000.0,80.0,234604.1055718475,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3919887
4 Bed Villa with Gym in Machakos County,Villa,Machakos County,4,,260.1284,"Gym, Borehole, CCTV",,22400000.0,22.4,86111.32040945932,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-machakos-3919868
5 Bed Townhouse with En Suite in Ruiru,Townhouse,Ruiru,5,5.0,200.0,En Suite,,22000000.0,22.0,110000.0,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-ruiru-3919854
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,,630.0,"En Suite, Balcony, Staff Quarters, Parking","Shopping Centre, School, Hospital",110000000.0,110.0,174603.17460317462,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3919847
7 Bed Townhouse with En Suite in Runda,Townhouse,Runda,7,7.0,498.0,"En Suite, Walk In Closet, Backup Generator, Alarm, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Garden",,160000000.0,160.0,321285.140562249,0,2,2026,https://www.buyrentkenya.com/listings/7-bedroom-townhouse-for-sale-runda-3919823
4 Bed House with En Suite at Limuru,House,Limuru,4,5.0,240.0,"Alarm, En Suite, Balcony, CCTV, Electric Fence, Garden, Parking","Bus Stop, Golf Course, Hospital, School, Shopping Centre",17000000.0,17.0,70833.33333333333,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-limuru-town-3919674
5 Bed Villa with En Suite at Jacaranda Avenue Nairobi,Villa,Lavington,5,6.0,700.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",160000000.0,160.0,228571.42857142858,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3919504
5 Bed Townhouse with En Suite at Kyuna Grovelia Grove,Townhouse,Brookside,5,7.0,817.5464,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Gated Community, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",168000000.0,168.0,205492.92370439158,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-3919233
5 Bed Townhouse with En Suite at Grovelia Grove,Townhouse,Brookside,5,6.0,300.0,"Walk In Closet, Fibre Internet, En Suite, Backup Generator, Alarm, Aircon, Kids Play Area, Staff Quarters, Parking, Gym, Garden, Borehole, Electric Fence, CCTV, BBQ, Balcony","Shopping Centre, School, Hospital, Bus Stop",131000000.0,131.0,436666.6666666667,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-brookside-3919232
5 Bed House in Ngong,House,Ngong,5,,300.0,,,23000000.0,23.0,76666.66666666667,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-ngong-3919209
5 Bed Townhouse with En Suite in Loresho,Townhouse,Loresho,5,5.0,450.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",109000000.0,109.0,242222.22222222222,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-loresho-3919192
4 Bed House in Shanzu,House,Shanzu,4,4.0,450.0,,"Bus Stop, Shopping Centre",28000000.0,28.0,62222.22222222222,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-shanzu-3919176
2 Bed Villa with En Suite at Ocean Beach Resort Malindi,Villa,Malindi,2,3.0,506.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",21000000.0,21.0,41501.976284584984,0,2,2026,https://www.buyrentkenya.com/listings/furnished-2-bedroom-villa-for-sale-malindi-3919132
4 Bed Villa with En Suite in Loresho,Villa,Loresho,4,5.0,480.0,"Aircon, Alarm, Backup Generator, En Suite, Serviced, Furnished, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Swimming Pool, Wheelchair Access, Kids Play Area, Gated Community, Gym","Golf Course, Bus Stop, Shopping Centre, Hospital, Scenic View, School",105000000.0,105.0,218750.0,0,2,2026,https://www.buyrentkenya.com/listings/furnished-4-bedroom-villa-for-sale-loresho-3919036
6 Bed Villa with En Suite in Lavington,Villa,Lavington,6,7.0,485.0,"Walk In Closet, Backup Generator, Alarm, En Suite, Fibre Internet, Kids Play Area, Gym, Balcony, BBQ, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",85000000.0,85.0,175257.7319587629,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-villa-for-sale-lavington-3919024
4 Bed Townhouse with En Suite at Ruiru,Townhouse,Eastern ByPass,4,4.0,200.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Swimming Pool, Wheelchair Access, Garden, Borehole, Gated Community, Parking, Staff Quarters, Gym, Kids Play Area","Shopping Centre, Bus Stop, Hospital, Scenic View, School",15600000.0,15.6,78000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-eastern-bypass-3917835
3 Bed Villa with En Suite at Green Valley Estate,Villa,Kamakis,3,2.0,202.0,"Alarm, Backup Generator, En Suite, Fibre Internet, BBQ, CCTV, Electric Fence, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, School, Sea View",9500000.0,9.5,47029.70297029703,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-kamakis-3918457
3 Bed Villa with En Suite at Uzuri Court,Villa,Syokimau,3,2.0,260.0,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, CCTV, Electric Fence, Borehole, Garden, Staff Quarters","School, Shopping Centre, Hospital",11000000.0,11.0,42307.692307692305,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-villa-for-sale-syokimau-3918365
4 Bed House with En Suite at Kiambu Road,House,Kiambu Road,4,4.0,330.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",30000000.0,30.0,90909.09090909091,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3918924
4 Bed Townhouse with En Suite at Lavington,Townhouse,Lavington,4,5.0,765.0,"Aircon, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, Staff Quarters, CCTV, Parking, BBQ, Balcony, Kids Play Area, Gym","Bus Stop, Shopping Centre, Hospital, Scenic View, School",135000000.0,135.0,176470.58823529413,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3918637
3 Bed House with En Suite in Ngong,House,Ngong,3,3.0,450.0,"Aircon, En Suite, Fibre Internet, Serviced, Kids Play Area, Parking, Garden, Gated Community","Shopping Centre, Bus Stop, Hospital, School",8000000.0,8.0,17777.777777777777,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3918577
3 Bed House with En Suite in Ngong,House,Ngong,3,3.0,450.0,"Aircon, En Suite, Fibre Internet, Kids Play Area, Parking, Borehole, Gated Community, Garden","School, Hospital, Shopping Centre, Bus Stop",7800000.0,7.8,17333.333333333332,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3918565
5 Bed House with En Suite at Muthaiga North,House,Muthaiga,5,5.0,268.0,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, BBQ, Parking, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Gated Community, Garden, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",110000000.0,110.0,410447.7611940298,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-muthaiga-3918483
4 Bed House with Staff Quarters at Mugutha,House,Ruiru,4,5.0,190.0,"Walk In Closet, Electric Fence, Borehole, Garden, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",14500000.0,14.5,76315.78947368421,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3918390
4 Bed House in Shanzu,House,Shanzu,4,4.0,550.0,,Shopping Centre,38000000.0,38.0,69090.90909090909,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-shanzu-3918106
4 Bed Villa with En Suite in Lavington,Villa,Lavington,4,6.0,700.0,"Alarm, Walk In Closet, Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Wheelchair Access, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, School",167000000.0,167.0,238571.42857142858,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-lavington-3918098
5 Bed Townhouse with En Suite at Lavington Rd,Townhouse,Lavington,5,6.0,349.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",50000000.0,50.0,143266.47564469915,0,9,2025,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3851480
10 Bed House with En Suite in Karen,House,Karen,10,10.0,929.0,"En Suite, Balcony, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",235000000.0,235.0,252960.17222820237,0,2,2026,https://www.buyrentkenya.com/listings/10-bedroom-house-for-sale-karen-3917676
3 Bed House with Garden in Kilimani,House,Kilimani,3,2.0,222.0,"Garden, Parking, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",30000000.0,30.0,135135.13513513515,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kilimani-3917670
4 Bed Villa with En Suite in Kiambu Road,Villa,Kiambu Road,4,5.0,505.8575,"En Suite, CCTV, Electric Fence, Kids Play Area, Parking, Staff Quarters, Borehole, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, Scenic View, School",47000000.0,47.0,92911.5412937438,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kiambu-road-3899444
4 Bed Villa with En Suite at Ndege Road,Villa,Karen,4,6.0,638.0,"En Suite, Walk In Closet, Balcony, Parking, Staff Quarters, Swimming Pool, Borehole, Garden, Gated Community, Kids Play Area","Bus Stop, Shopping Centre, Hospital, Scenic View, School",180000000.0,180.0,282131.6614420063,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-karen-3905685
4 Bed Townhouse with En Suite at Redhill,Townhouse,Redhill,4,6.0,1011.715,"Alarm, En Suite, Serviced, Balcony, Borehole, Garden, Kids Play Area, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Scenic View, School, Shopping Centre",45000000.0,45.0,44478.92934274969,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-red-hill-3917549
5 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,5,6.0,543.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Gym, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, Kids Play Area","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",155000000.0,155.0,285451.19705340697,0,1,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3907423
5 Bed Villa with En Suite in Brookside,Villa,Brookside,5,4.0,270.0,"En Suite, Backup Generator, Alarm, Balcony, Parking, Staff Quarters, Garden, Gated Community","Bus Stop, Hospital, Golf Course, Shopping Centre, School",60000000.0,60.0,222222.22222222222,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-brookside-3914018
4 Bed Villa with En Suite in Runda,Villa,Runda,4,6.0,200.0,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",52000000.0,52.0,260000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3916365
3 Bed House with En Suite in Juja,House,Juja,3,4.0,192.0,"Alarm, Backup Generator, Serviced, Walk In Closet, En Suite, Fibre Internet, Parking, Kids Play Area, CCTV, Staff Quarters, Electric Fence, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Hospital, Scenic View, School",7800000.0,7.8,40625.0,0,9,2024,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-juja-3726097
4 Bed Townhouse with En Suite at Ineza,Townhouse,Runda,4,3.0,348.0,"Alarm, Service Charge Included, Backup Generator, Walk In Closet, Fibre Internet, En Suite, Balcony, Kids Play Area, Gym, Parking, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters","Bus Stop, Scenic View, School, Hospital, Shopping Centre",42000000.0,42.0,120689.6551724138,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-runda-3914504
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,6.0,475.0,"Backup Generator, En Suite, Staff Quarters, Parking, Garden, Electric Fence, Balcony","Shopping Centre, School, Hospital, Bus Stop",130000000.0,130.0,273684.2105263158,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3916205
4 Bed Villa with En Suite at Kilimani,Villa,Kilimani,4,6.0,418.0,"Alarm, Service Charge Included, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Kids Play Area, Parking, BBQ, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Borehole, Gated Community, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",50000000.0,50.0,119617.22488038277,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-kilimani-3913931
5 Bed Villa with En Suite in Karen,Villa,Karen,5,7.0,638.4,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",175500000.0,175.5,274906.015037594,0,7,2025,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3830288
5 Bed Townhouse with En Suite in Nyali Area,Townhouse,Nyali,5,5.0,404.12805,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",29500000.0,29.5,72996.66528962788,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-nyali-area-3915901
4 Bed Townhouse with En Suite at Kamiti Road,Townhouse,Ruiru,4,4.0,252.0,"Aircon, Alarm, Backup Generator, Fibre Internet, En Suite, Balcony, Parking, Gym, Staff Quarters, Electric Fence, Swimming Pool, Borehole, Garden, Wheelchair Access, CCTV","Bus Stop, Shopping Centre, Hospital, Scenic View, School",25000000.0,25.0,99206.3492063492,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3915905
4 Bed House with Staff Quarters in Gigiri,House,Gigiri,4,,518.0,"Walk In Closet, Fibre Internet, Alarm, Kids Play Area, Gated Community, Staff Quarters, Parking, Garden, Borehole, Electric Fence, Balcony, BBQ","Shopping Centre, School, Scenic View",150000000.0,150.0,289575.2895752896,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-gigiri-3915679
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,6.0,485.0,"Backup Generator, Alarm, En Suite, Fibre Internet, Walk In Closet, Gym, Kids Play Area, BBQ, Balcony, Parking, Staff Quarters, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden, CCTV","Bus Stop, Golf Course, Shopping Centre, Hospital, Scenic View, School",85000000.0,85.0,175257.7319587629,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3915572
4 Bed House with En Suite in Karen,House,Karen,4,4.0,435.0,"En Suite, Fibre Internet, Walk In Closet, Alarm, Electric Fence, CCTV, Staff Quarters, Parking, Swimming Pool, Wheelchair Access, Gated Community, Garden, Kids Play Area",,100000000.0,100.0,229885.05747126436,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-karen-3915534
5 Bed House with En Suite at Kitengela - Kisaju,House,Kitengela,5,5.0,198.0,"Alarm, Walk In Closet, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, CCTV, Electric Fence, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",8000000.0,8.0,40404.0404040404,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-kitengela-3915482
4 Bed House with En Suite at Nkoroi,House,Ongata Rongai,4,3.0,506.0,"En Suite, Fibre Internet, Walk In Closet, Serviced, Balcony, BBQ, CCTV, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",11500000.0,11.5,22727.272727272728,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3914661
