Title,Property Type,Location,Bedrooms_Num,Bathrooms_Num,Size_SQM,Amenities,Surroundings,Price_Numeric,Price_Millions,Price_per_SQM,Amenity_Count,Month,Year,URL
4 Bed House with En Suite at Kamakis,House,Kamakis,4,4.0,320.0,"En Suite, Fibre Internet, Serviced, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",27000000.0,27.0,84375.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3923906
5 Bed Villa with En Suite in Karen,Villa,Karen,5,6.0,638.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Scenic View, Hospital, School, Shopping Centre",190000000.0,190.0,297805.64263322885,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-karen-3923750
3 Bed House with En Suite in Kitengela,House,Kitengela,3,3.0,198.0,"Aircon, Service Charge Included, En Suite, Fibre Internet, Kids Play Area, Parking, Wheelchair Access, Gated Community, Garden, Borehole","Shopping Centre, Bus Stop, Hospital, School",7200000.0,7.2,36363.63636363636,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3923876
4 Bed House with Staff Quarters in South C,House,South C,4,2.0,205.0,"Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, School, Shopping Centre",20500000.0,20.5,100000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-south-c-3923621
4 Bed House with Staff Quarters in Kamakis,House,Kamakis,4,4.0,320.0,"Fibre Internet, Walk In Closet, Balcony, Electric Fence, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",26500000.0,26.5,82812.5,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kamakis-3921164
5 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,5,6.0,765.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",135000000.0,135.0,176470.58823529413,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3923616
6 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,6,7.0,765.0,"Aircon, Alarm, En Suite, Backup Generator, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",150000000.0,150.0,196078.431372549,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3923613
5 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,5,5.0,630.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",160000000.0,160.0,253968.25396825396,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3923612
6 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,6,7.0,341.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",86000000.0,86.0,252199.41348973606,0,2,2026,https://www.buyrentkenya.com/listings/6-bedroom-townhouse-for-sale-lavington-3923609
5 Bed Townhouse with En Suite in Runda,Townhouse,Runda,5,5.0,500.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gym, Gated Community, Kids Play Area","Golf Course, Bus Stop, Hospital, Scenic View, School, Shopping Centre",150000000.0,150.0,300000.0,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-runda-3923605
4 Bed Townhouse with En Suite in Lavington,Townhouse,Lavington,4,4.0,392.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",58000000.0,58.0,147959.18367346938,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-lavington-3923603
4 Bed Townhouse with En Suite in Kileleshwa,Townhouse,Kileleshwa,4,5.0,402.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Gym, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",73000000.0,73.0,181592.03980099503,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kileleshwa-3923601
3 Bed House with En Suite at Namanga Road,House,Kitengela,3,4.0,198.0,"Alarm, En Suite, Fibre Internet, Serviced, Electric Fence, Borehole, Garden, Parking, Gated Community","Bus Stop, Hospital, School, Shopping Centre",7500000.0,7.5,37878.78787878788,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3923547
5 Bed Villa with En Suite in Lavington,Villa,Lavington,5,5.0,628.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",95000000.0,95.0,151273.88535031848,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3923533
4 Bed House with En Suite in Ongata Rongai,House,Ongata Rongai,4,4.0,236.0,"Aircon, Serviced, En Suite, Kids Play Area, Parking, Gated Community, Garden, Staff Quarters","Shopping Centre, Bus Stop, Hospital, School",23000000.0,23.0,97457.62711864407,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ongata-rongai-3910797
3 Bed House with En Suite in Kitengela,House,Kitengela,3,3.0,198.0,"Alarm, En Suite, Fibre Internet, Parking, Borehole, Gated Community, Garden","School, Scenic View, Hospital, Bus Stop, Shopping Centre",7800000.0,7.8,39393.93939393939,0,12,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3882332
3 Bed House with En Suite in Kitengela,House,Kitengela,3,3.0,198.0,"En Suite, Fibre Internet, Garden, Gated Community, Parking","Bus Stop, Shopping Centre",8500000.0,8.5,42929.292929292926,0,12,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3882340
3 Bed House with En Suite in Ruiru,House,Ruiru,3,3.0,160.0,"Aircon, Serviced, En Suite, Fibre Internet, Kids Play Area, Parking, Staff Quarters, CCTV, Electric Fence, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",14000000.0,14.0,87500.0,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3911493
4 Bed Townhouse with En Suite in Ngong,Townhouse,Ngong,4,4.0,508.0,"Aircon, En Suite, Fibre Internet, Kids Play Area, Parking, Staff Quarters, Gated Community, Garden","Shopping Centre, Bus Stop, Hospital, School",12500000.0,12.5,24606.299212598424,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ngong-3918589
3 Bed House with En Suite in Kitengela,House,Kitengela,3,3.0,198.0,"Aircon, En Suite, Serviced, Kids Play Area, Parking, Gated Community, Garden, Borehole","Bus Stop, Shopping Centre, Hospital, School",6900000.0,6.9,34848.48484848485,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3919581
4 Bed Townhouse with En Suite at Mlolongo,Townhouse,Mlolongo,4,4.0,465.0,"Aircon, Alarm, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, CCTV, Wheelchair Access, Gated Community, Swimming Pool","Bus Stop, Hospital, School, Scenic View, Shopping Centre",30000000.0,30.0,64516.12903225807,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-mlolongo-3912615
5 Bed Villa with En Suite at Off Sri Aurobindo Avenue,Villa,Riverside,5,5.0,650.321,"En Suite, Fibre Internet, Walk In Closet, Service Charge Included, Backup Generator, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access, Staff Quarters, Gated Community","Scenic View, Shopping Centre",120000000.0,120.0,184524.25802026998,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-riverside-3923352
4 Bed Townhouse with En Suite at Membley,Townhouse,Membley,4,4.0,320.0,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Backup Generator, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Gated Community, Kids Play Area, Swimming Pool","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",33000000.0,33.0,103125.0,0,7,2024,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-membley-3707289
4 Bed House in Ruiru,House,Ruiru,4,4.0,310.0,"Balcony, Parking","Bus Stop, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,80645.16129032258,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3922554
5 Bed Villa with En Suite at Loresho,Villa,Loresho,5,5.0,780.0,"Backup Generator, Fibre Internet, En Suite, Service Charge Included, Walk In Closet, Parking, Staff Quarters, CCTV, Electric Fence, Borehole, Wheelchair Access, Garden","Scenic View, Shopping Centre",104000000.0,104.0,133333.33333333334,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-loresho-3923212
5 Bed Villa with En Suite at Muthangari Road,Villa,Lavington,5,5.0,371.612,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community","Hospital, Scenic View, School, Shopping Centre",78000000.0,78.0,209896.3434980571,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3923201
4 Bed House with En Suite in Membley,House,Membley,4,4.0,300.0,"En Suite, Balcony, Kids Play Area, Parking, Staff Quarters, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",33000000.0,33.0,110000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-membley-3923130
5 Bed Villa with En Suite at Jacaranda Avenue,Villa,Lavington,5,5.0,700.0,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Borehole, Wheelchair Access","Scenic View, Shopping Centre, Bus Stop, Hospital, School",160000000.0,160.0,228571.42857142858,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3923123
5 Bed Villa with En Suite at Muthangari Drive,Villa,Lavington,5,5.0,650.0,"Alarm, Backup Generator, En Suite, Walk In Closet, Furnished, Fibre Internet, Balcony, Gym, Parking, BBQ, Staff Quarters, CCTV, Swimming Pool, Electric Fence, Wheelchair Access, Borehole, Garden","Hospital, School, Shopping Centre",167000000.0,167.0,256923.07692307694,0,2,2026,https://www.buyrentkenya.com/listings/furnished-5-bedroom-villa-for-sale-lavington-3923090
4 Bed Townhouse with En Suite at Mukenya Court,Townhouse,Buruburu,4,3.0,156.0,"En Suite, Walk In Closet, Borehole, Garden, Parking, Gated Community","Bus Stop, Hospital, School, Shopping Centre",15900000.0,15.9,101923.07692307692,0,1,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-buruburu-3905281
3 Bed Townhouse with En Suite in Ruiru,Townhouse,Ruiru,3,4.0,168.0,"Alarm, En Suite, Fibre Internet, Service Charge Included, CCTV, Balcony, Electric Fence, Garden, Borehole, Parking, Staff Quarters, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, Shopping Centre, School",18500000.0,18.5,110119.04761904762,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-ruiru-3922996
4 Bed House with Staff Quarters in Thika,House,Thika,4,4.0,669.0,"Fibre Internet, Balcony, Garden, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",30000000.0,30.0,44843.04932735426,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-thika-3922471
4 Bed House with En Suite in Kiambu Road,House,Kiambu Road,4,5.0,465.0,"En Suite, Fibre Internet, Walk In Closet, Backup Generator, Balcony, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",34500000.0,34.5,74193.54838709677,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kiambu-road-3922457
4 Bed House with En Suite in Ruiru,House,Ruiru,4,5.0,262.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, Garden, Parking, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",20000000.0,20.0,76335.87786259541,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3922444
4 Bed House with En Suite in Tatu City,House,Tatu City,4,4.0,1012.0,"Backup Generator, En Suite, Fibre Internet, Balcony, Gym, Parking, Staff Quarters, Swimming Pool, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",80000000.0,80.0,79051.38339920949,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tatu-city-3922437
4 Bed Townhouse with Staff Quarters in Kitisuru,Townhouse,Kitisuru,4,5.0,348.0,"Alarm, Backup Generator, Fibre Internet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, School, Scenic View, Shopping Centre",39000000.0,39.0,112068.96551724138,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-kitisuru-3911170
4 Bed House with En Suite at Forest Line Road,House,Ngong,4,4.0,163.0,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",9000000.0,9.0,55214.72392638037,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3921521
4 Bed House with En Suite at Forest Line Road,House,Ngong,4,4.0,154.0,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",7500000.0,7.5,48701.2987012987,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ngong-3921588
7 Bed House with Staff Quarters in Runda,House,Runda,7,7.0,75.0,"Electric Fence, Garden, Parking, Staff Quarters, Kids Play Area","Golf Course, Hospital, School, Shopping Centre",155000000.0,155.0,2066666.6666666667,0,2,2026,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-runda-3922294
3 Bed House with Staff Quarters in Ruiru,House,Ruiru,3,3.0,297.0,"Fibre Internet, Balcony, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14000000.0,14.0,47138.047138047135,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3922276
4 Bed House with En Suite at Thika Road,House,Ruiru,4,6.0,260.0,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",18500000.0,18.5,71153.84615384616,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3922271
3 Bed House with En Suite at Gatundu Road,House,Kenyatta Road,3,5.0,298.0,"Alarm, Backup Generator, En Suite, Fibre Internet, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",13800000.0,13.8,46308.724832214764,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kenyatta-road-3922244
3 Bed House with En Suite at Thika Road,House,Ruiru,3,5.0,160.0,"Alarm, En Suite, Fibre Internet, Walk In Closet, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14000000.0,14.0,87500.0,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3922237
4 Bed House with En Suite at Thikaroad,House,Ruiru,4,5.0,160.0,"Alarm, En Suite, Fibre Internet, BBQ, CCTV, Electric Fence, Garden, Parking","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",14500000.0,14.5,90625.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3922202
3 Bed House with En Suite at Forest Line Road,House,Ngong,3,4.0,450.0,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, CCTV, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",7500000.0,7.5,16666.666666666668,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3922068
5 Bed Townhouse in Westlands Area,Townhouse,Westlands,5,,450.0,,,85000000.0,85.0,188888.88888888888,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-westlands-area-3921860
3 Bed Townhouse with En Suite at Kanamai Mtwapa,Townhouse,Mtwapa,3,3.0,2000.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Hospital, School, Scenic View, Shopping Centre",10000000.0,10.0,5000.0,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-townhouse-for-sale-mtwapa-3921876
5 Bed Villa with En Suite in Waiyaki Way,Villa,Waiyaki Way,5,7.0,460.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",30000000.0,30.0,65217.391304347824,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-waiyaki-way-3921864
4 Bed Villa with En Suite in Waiyaki Way,Villa,Waiyaki Way,4,6.0,358.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",25000000.0,25.0,69832.40223463687,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-waiyaki-way-3921846
4 Bed Townhouse with En Suite at Thikaroad,Townhouse,Ruiru,4,6.0,200.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",16500000.0,16.5,82500.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-ruiru-3921557
5 Bed Townhouse with En Suite at Lavington Green,Townhouse,Lavington,5,5.0,450.0,"Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",150000000.0,150.0,333333.3333333333,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-lavington-3921539
4 Bed Villa with Staff Quarters in Runda,Villa,Runda,4,5.0,505.8575,"Alarm, Fibre Internet, Service Charge Included, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",52000000.0,52.0,102795.74781435484,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-villa-for-sale-runda-3912750
4 Bed House in Ruiru,House,Ruiru,4,4.0,929.0,"Fibre Internet, Balcony","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",41000000.0,41.0,44133.47685683531,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-ruiru-3921485
3 Bed House with En Suite in Ruiru,House,Ruiru,3,3.0,465.0,"En Suite, Fibre Internet, Balcony, Electric Fence, Garden, Parking, Staff Quarters","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",18500000.0,18.5,39784.94623655914,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ruiru-3921479
7 Bed House with En Suite in Ruiru,House,Ruiru,7,,880.0,"En Suite, Backup Generator, Service Charge Included, Balcony, CCTV, Parking, Electric Fence, Gated Community, Garden","Bus Stop, Shopping Centre, Hospital, School",53000000.0,53.0,60227.27272727273,0,1,2026,https://www.buyrentkenya.com/listings/7-bedroom-house-for-sale-ruiru-3893601
5 Bed Villa with En Suite at Naushad Merali,Villa,Lavington,5,6.0,485.0,"Backup Generator, En Suite, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Gated Community","Scenic View, School, Shopping Centre",85000000.0,85.0,175257.7319587629,0,1,2026,https://www.buyrentkenya.com/listings/5-bedroom-villa-for-sale-lavington-3907160
3 Bed House in Kitengela,House,Kitengela,3,3.0,135.0,,,5500000.0,5.5,40740.74074074074,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3921420
5 Bed House with En Suite at Runda,House,Runda,5,6.0,450.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Parking, Gym, Kids Play Area, Staff Quarters, CCTV, Electric Fence, Swimming Pool, Wheelchair Access, Borehole, Garden, Gated Community","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",130000000.0,130.0,288888.8888888889,0,1,2026,https://www.buyrentkenya.com/listings/5-bedroom-house-for-sale-runda-3903135
4 Bed House at Mugutha,House,Tatu City,4,6.0,190.0,,,14500000.0,14.5,76315.78947368421,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-tatu-city-3921390
3 Bed House with En Suite in Kitengela,House,Kitengela,3,3.0,198.0,"Backup Generator, En Suite, Fibre Internet, Balcony, CCTV, Electric Fence, Borehole, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Scenic View, Hospital, Shopping Centre, School",6600000.0,6.6,33333.333333333336,0,12,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3879546
3 Bed House with En Suite in Kitengela,House,Kitengela,3,4.0,195.0,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Borehole, Garden, Parking, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",7400000.0,7.4,37948.717948717946,0,12,2025,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3883800
4 Bed House with En Suite in Kitengela,House,Kitengela,4,5.0,198.0,"Alarm, En Suite, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Borehole, Parking, Wheelchair Access, Gated Community","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",8000000.0,8.0,40404.0404040404,0,12,2025,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3883801
4 Bed House with En Suite in Kitengela,House,Kitengela,4,4.0,198.0,"En Suite, Fibre Internet, Walk In Closet, Balcony, CCTV, Electric Fence, Garden, Borehole, Staff Quarters, Wheelchair Access","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",8500000.0,8.5,42929.292929292926,0,12,2025,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3884112
3 Bed House with En Suite in Kitengela,House,Kitengela,3,4.0,198.0,"Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Borehole, Garden, Wheelchair Access, Gated Community","Scenic View, School, Hospital, Sea View, Shopping Centre",7500000.0,7.5,37878.78787878788,0,1,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-kitengela-3904736
4 Bed House with En Suite in Kitengela,House,Kitengela,4,4.0,500.0,"Aircon, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Borehole, Garden, Staff Quarters, Wheelchair Access",,14000000.0,14.0,28000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3921156
5 Bed Townhouse with En Suite at Muthama Access Road,Townhouse,Syokimau,5,4.0,362.0,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Balcony, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Electric Fence, Borehole, Garden, Gated Community","Bus Stop, Hospital, Scenic View, School, Shopping Centre",35000000.0,35.0,96685.08287292818,0,2,2026,https://www.buyrentkenya.com/listings/5-bedroom-townhouse-for-sale-syokimau-3921315
4 Bed House with En Suite in Kitengela,House,Kitengela,4,5.0,342.0,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",18900000.0,18.9,55263.15789473684,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-house-for-sale-kitengela-3921292
4 Bed Townhouse with En Suite at Loresho,Townhouse,Loresho,4,4.0,450.0,"Aircon, Serviced, Service Charge Included, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Balcony, Gym, Kids Play Area, Parking, BBQ, CCTV, Staff Quarters, Swimming Pool, Electric Fence, Borehole, Wheelchair Access, Gated Community, Garden","Bus Stop, Shopping Centre, Golf Course, Hospital, Scenic View, School",108000000.0,108.0,240000.0,0,2,2026,https://www.buyrentkenya.com/listings/4-bedroom-townhouse-for-sale-loresho-3921262
3 Bed House with En Suite at Forest Line Road,House,Ngong,3,3.0,154.0,"En Suite, Fibre Internet, Serviced, Balcony, BBQ, Borehole, Garden, Parking, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, School, Shopping Centre, Scenic View",7800000.0,7.8,50649.35064935065,0,2,2026,https://www.buyrentkenya.com/listings/3-bedroom-house-for-sale-ngong-3920608
