Title,Property Type,Price,Location,Bedrooms,Bathrooms,Size,Amenities,Surroundings,Created At
5 Bed House with En Suite in Runda,House,"KSh 350,000,000","Runda, Westlands",5 Bedrooms,5 Bathrooms,1/2 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21 January 2026
4 Bed House with En Suite in Jamhuri,House,"KSh 23,000,000",Jamhuri,4 Bedrooms,4 Bathrooms,157 sqm,"Aircon, Alarm, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Scenic View, Hospital, Golf Course, School, Shopping Centre",21 January 2026
5 Bed Townhouse with En Suite in Kileleshwa,Townhouse,"KSh 53,000,000",Kileleshwa,5 Bedrooms,6 Bathrooms,392 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",28 January 2026
5 Bed Townhouse with En Suite in Rosslyn,Townhouse,"KSh 85,000,000","Rosslyn, Westlands",5 Bedrooms,5 Bathrooms,N/A,"Alarm, En Suite, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area",,28 January 2026
5 Bed Villa with En Suite at Miotoni,Villa,"KSh 200,000,000",Karen,5 Bedrooms,5 Bathrooms,5 acre,"Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, Parking, CCTV, Staff Quarters, Electric Fence, Swimming Pool, Wheelchair Access, Gated Community, Garden, Borehole","Scenic View, Shopping Centre",28 January 2026
5 Bed House with En Suite at Ruiru,House,"KSh 25,500,000",Ruiru,5 Bedrooms,5 Bathrooms,320 sqm,"Backup Generator, En Suite, Fibre Internet, Service Charge Included, Balcony, BBQ, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",09 January 2026
5 Bed Townhouse with En Suite at Kikuyu,Townhouse,"KSh 25,000,000","Gikambura, Kikuyu",5 Bedrooms,5 Bathrooms,1.5 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",12 January 2026
6 Bed Townhouse with En Suite at Lavington Triplex,Townhouse,"KSh 85,000,000",Lavington,6 Bedrooms,6 Bathrooms,9179 sq ft,"En Suite, Fibre Internet, Backup Generator, Kids Play Area, Parking, Balcony, Gated Community, Wheelchair Access, BBQ, Borehole, Staff Quarters","Bus Stop, Hospital, Scenic View, School, Shopping Centre",28 January 2026
5 Bed Villa with En Suite in Runda,Villa,"KSh 150,000,000","Runda, Westlands",5 Bedrooms,7 Bathrooms,500 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Walk In Closet, Service Charge Included, Serviced, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",28 January 2026
4 Bed House with En Suite in Runda,House,"KSh 120,000,000","Runda, Westlands",4 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Borehole, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
5 Bed House with En Suite in Runda,House,"KSh 235,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
5 Bed House with En Suite in Runda,House,"KSh 259,000,000","Runda, Westlands",5 Bedrooms,6 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
4 Bed Townhouse with En Suite in Karen,Townhouse,"KSh 170,000,000",Karen,4 Bedrooms,5 Bathrooms,1 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
4 Bed Townhouse with Swimming Pool in Runda,Townhouse,"KSh 43,000,000","Runda, Westlands",4 Bedrooms,4 Bathrooms,348 sqm,"Swimming Pool, Gated Community, Garden",,27 January 2026
3 Bed Villa with En Suite at Grevillea Grove Nairobi,Villa,"KSh 48,000,000","Brookside, Westlands",3 Bedrooms,3 Bathrooms,5.44 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",22 January 2026
6 Bed Townhouse with En Suite at Brookside Estate Nairobi,Townhouse,"KSh 43,000,000","Brookside, Westlands",6 Bedrooms,6 Bathrooms,348 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, BBQ, Balcony, CCTV, Electric Fence, Borehole, Gated Community, Wheelchair Access, Staff Quarters, Parking, Kids Play Area","Bus Stop, Hospital, Scenic View, School, Shopping Centre",26 January 2026
4 Bed Villa with En Suite at Off Loresho Ridge,Villa,"KSh 113,000,000","Loresho, Westlands",4 Bedrooms,4 Bathrooms,780 sqm,"Service Charge Included, Alarm, Backup Generator, Walk In Closet, En Suite, Fibre Internet, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, Swimming Pool, Staff Quarters, CCTV, BBQ, Parking, Gym, Balcony, Kids Play Area","School, Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre",27 January 2026
4 Bed Townhouse with En Suite at Off Loresho Ridge,Townhouse,"KSh 100,000,000","Loresho, Westlands",4 Bedrooms,4 Bathrooms,450 sqm,"Fibre Internet, En Suite, Backup Generator, Walk In Closet, Service Charge Included, Alarm, Garden, Gated Community, Wheelchair Access, Borehole, Electric Fence, Swimming Pool, CCTV, Staff Quarters, Parking, BBQ, Balcony, Gym, Kids Play Area","School, Scenic View, Hospital, Golf Course, Bus Stop, Shopping Centre",27 January 2026
4 Bed House with En Suite at Riabai Road,House,"KSh 35,000,000",Kiambu Town,4 Bedrooms,4 Bathrooms,350 sqm,"En Suite, Fibre Internet, Serviced, Walk In Closet, Balcony, Garden, Parking, Staff Quarters, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",21 January 2026
3 Bed Villa with En Suite at Grevillea Grove Nairobi,Villa,"KSh 48,000,000","Brookside, Westlands",3 Bedrooms,4 Bathrooms,5.44 acre,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Gated Community, Wheelchair Access, Swimming Pool, Staff Quarters, Parking, Gym, Kids Play Area, Garden","Bus Stop, Hospital, Scenic View, School, Shopping Centre",27 January 2026
3 Bed Villa with En Suite at La-Marina,Villa,"KSh 38,000,000",Mtwapa,3 Bedrooms,2 Bathrooms,1200 sqm,"Aircon, Alarm, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Borehole, Garden, Parking, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
4 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 230,000,000",Lavington,4 Bedrooms,N/A,0.8599 acre,"Backup Generator, En Suite, Walk In Closet, Electric Fence, Swimming Pool, Gated Community, Parking, Staff Quarters, Balcony",,27 January 2026
5 Bed Villa with En Suite in Muthaiga,Villa,"KSh 120,000,000",Muthaiga,5 Bedrooms,6 Bathrooms,480 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, Electric Fence, CCTV, Garden, Parking, Staff Quarters, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
5 Bed Townhouse with En Suite in Karen,Townhouse,"KSh 145,000,000",Karen,5 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Walk In Closet, Balcony, BBQ, CCTV, Borehole, Electric Fence, Garden, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Sea View, Shopping Centre",27 January 2026
5 Bed Villa with En Suite in Lavington,Villa,"KSh 60,000,000",Lavington,5 Bedrooms,5 Bathrooms,395 sqm,"Backup Generator, En Suite, Walk In Closet, Electric Fence, Garden, Gated Community, Swimming Pool, Staff Quarters, Parking, Kids Play Area","Shopping Centre, Hospital, School",27 January 2026
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 65,000,000",Lavington,5 Bedrooms,5 Bathrooms,250 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
4 Bed Townhouse with En Suite in Kileleshwa,Townhouse,"KSh 72,000,000",Kileleshwa,4 Bedrooms,4 Bathrooms,402 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Parking, Gym, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Scenic View, Hospital, Golf Course, School, Shopping Centre",15 April 2025
5 Bed Townhouse with En Suite in Lavington,Townhouse,"KSh 75,000,000",Lavington,5 Bedrooms,5 Bathrooms,N/A,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Parking, Staff Quarters, Wheelchair Access, Gated Community, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",27 January 2026
5 Bed Villa with En Suite in Watamu,Villa,"KSh 65,000,000",Watamu,5 Bedrooms,6 Bathrooms,4046.86 sqm,"Aircon, Alarm, Backup Generator, En Suite, Fibre Internet, Furnished, Serviced, Service Charge Included, Walk In Closet, Balcony, BBQ, CCTV, Electric Fence, Borehole, Garden, Gym, Parking, Staff Quarters, Swimming Pool, Wheelchair Access, Kids Play Area","Bus Stop, Golf Course, Hospital, Scenic View, School, Shopping Centre",26 January 2026
